"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 16 22:56:29 GMT 2024","Sat Mar 16 22:56:29 GMT 2024","28","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson08_properties_config_reader.WebTableUtilsMethodPractice3","com.emir.tests.lesson08_properties_config_reader.WebTableUtilsMethodPractice3","testing_email_cell","testing_email_cell",""
"passed","Sat Mar 16 22:56:55 GMT 2024","Sat Mar 16 22:56:55 GMT 2024","43","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.JavaFaker","com.emir.tests.quick_reviews.JavaFaker","java_faker_test","java_faker_test",""
"passed","Sat Mar 16 22:56:37 GMT 2024","Sat Mar 16 22:56:40 GMT 2024","2269","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.ActionsPractices","com.emir.tests.lesson11_pom_explicit_waits.ActionsPractices","test_text_after_drag_and_drop","test_text_after_drag_and_drop",""
"passed","Sat Mar 16 22:56:53 GMT 2024","Sat Mar 16 22:56:55 GMT 2024","1928","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.HtmlDropdown","com.emir.tests.quick_reviews.HtmlDropdown","html_dropdown_test","html_dropdown_test",""
"passed","Sat Mar 16 22:56:36 GMT 2024","Sat Mar 16 22:56:36 GMT 2024","157","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson10_upload_actions_jsexecutor.ScrollPractice","com.emir.tests.lesson10_upload_actions_jsexecutor.ScrollPractice","test_scroll","test_scroll",""
"passed","Sat Mar 16 22:56:44 GMT 2024","Sat Mar 16 22:56:47 GMT 2024","2902","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.DragAndDrop","com.emir.tests.quick_reviews.DragAndDrop","drag_and_drop_test","drag_and_drop_test",""
"passed","Sat Mar 16 22:56:30 GMT 2024","Sat Mar 16 22:56:34 GMT 2024","3552","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson09_review_javafaker_driverUtil.BingSearch","com.emir.tests.lesson09_review_javafaker_driverUtil.BingSearch","test_bing_search","test_bing_search",""
"passed","Sat Mar 16 22:57:00 GMT 2024","Sat Mar 16 22:57:00 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","test3","test3",""
"passed","Sat Mar 16 22:56:44 GMT 2024","Sat Mar 16 22:56:44 GMT 2024","321","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","test_wrong_email_or_password_error_message","test_wrong_email_or_password_error_message",""
"passed","Sat Mar 16 22:57:00 GMT 2024","Sat Mar 16 22:57:00 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","test2","test2",""
"passed","Sat Mar 16 22:57:00 GMT 2024","Sat Mar 16 22:57:00 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","test3","test3",""
"passed","Sat Mar 16 22:57:00 GMT 2024","Sat Mar 16 22:57:00 GMT 2024","92","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.WindowHandling","com.emir.tests.quick_reviews.WindowHandling","window_handling_test","window_handling_test",""
"passed","Sat Mar 16 22:56:34 GMT 2024","Sat Mar 16 22:56:54 GMT 2024","20143","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson10_upload_actions_jsexecutor.JavaScriptExecutorPractice","com.emir.tests.lesson10_upload_actions_jsexecutor.JavaScriptExecutorPractice","test_jsExecutor","test_jsExecutor",""
"passed","Sat Mar 16 22:57:00 GMT 2024","Sat Mar 16 22:57:00 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","test2","test2",""
"passed","Sat Mar 16 22:56:41 GMT 2024","Sat Mar 16 22:56:43 GMT 2024","2269","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.ActionsPractices","com.emir.tests.lesson11_pom_explicit_waits.ActionsPractices","test_text_after_drag_and_hold_inside_of_the_big_circle","test_text_after_drag_and_hold_inside_of_the_big_circle",""
"passed","Sat Mar 16 22:56:18 GMT 2024","Sat Mar 16 22:56:19 GMT 2024","618","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_State_On_Dropdown","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_State_On_Dropdown","select_state_test","select_state_test",""
