"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 01:47:37 GMT 2024","Mon Mar 18 01:47:38 GMT 2024","1430","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.RightClick","com.emir.tests.quick_reviews.RightClick","right_click_test","right_click_test",""
"passed","Mon Mar 18 01:47:45 GMT 2024","Mon Mar 18 01:47:48 GMT 2024","2685","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.TestNG_DataProvider","com.emir.tests.quick_reviews.TestNG_DataProvider","test_google_search","test_google_search",""
"passed","Mon Mar 18 01:47:15 GMT 2024","Mon Mar 18 01:47:15 GMT 2024","51","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson08_properties_config_reader.WebTableUtilsMethodTest2","com.emir.tests.lesson08_properties_config_reader.WebTableUtilsMethodTest2","testing_order_date","testing_order_date",""
"passed","Mon Mar 18 01:47:27 GMT 2024","Mon Mar 18 01:47:30 GMT 2024","2702","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.DragAndDrop","com.emir.tests.quick_reviews.DragAndDrop","drag_and_drop_test","drag_and_drop_test",""
"passed","Mon Mar 18 01:47:19 GMT 2024","Mon Mar 18 01:47:21 GMT 2024","2061","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson10_upload_actions_jsexecutor.JavaScriptExecutorPractice2","com.emir.tests.lesson10_upload_actions_jsexecutor.JavaScriptExecutorPractice2","test_jsExecutor","test_jsExecutor",""
"passed","Mon Mar 18 01:47:39 GMT 2024","Mon Mar 18 01:47:39 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterMethodAnnotations","test3","test3",""
"passed","Mon Mar 18 01:47:20 GMT 2024","Mon Mar 18 01:47:21 GMT 2024","1626","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson10_upload_actions_jsexecutor.RegistrationForm","com.emir.tests.lesson10_upload_actions_jsexecutor.RegistrationForm","testing_registration_form","testing_registration_form",""
"passed","Mon Mar 18 01:47:39 GMT 2024","Mon Mar 18 01:47:39 GMT 2024","0","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","com.emir.tests.quick_reviews.BeforeAndAfterClassAnnotations","test3","test3",""
"passed","Mon Mar 18 01:47:06 GMT 2024","Mon Mar 18 01:47:08 GMT 2024","1467","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson07_webtables_utilities_javafaker.LoginScenario","com.emir.tests.lesson07_webtables_utilities_javafaker.LoginScenario","test_login","test_login",""
"passed","Mon Mar 18 01:47:14 GMT 2024","Mon Mar 18 01:47:19 GMT 2024","4718","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson09_review_javafaker_driverUtil.BingSearch","com.emir.tests.lesson09_review_javafaker_driverUtil.BingSearch","test_bing_search","test_bing_search",""
"passed","Mon Mar 18 01:47:07 GMT 2024","Mon Mar 18 01:47:13 GMT 2024","6588","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson07_webtables_utilities_javafaker.LoginScenario","com.emir.tests.lesson07_webtables_utilities_javafaker.LoginScenario","test_login2","test_login2",""
"passed","Mon Mar 18 01:47:02 GMT 2024","Mon Mar 18 01:47:04 GMT 2024","2016","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_Date_On_Dropdown","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_Date_On_Dropdown","dateDropdown_Test","dateDropdown_Test",""
"passed","Mon Mar 18 01:47:25 GMT 2024","Mon Mar 18 01:47:26 GMT 2024","132","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","test_required_field_error_message","test_required_field_error_message",""
"passed","Mon Mar 18 01:47:27 GMT 2024","Mon Mar 18 01:47:27 GMT 2024","358","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","test_wrong_email_or_password_error_message","test_wrong_email_or_password_error_message",""
"passed","Mon Mar 18 01:47:27 GMT 2024","Mon Mar 18 01:47:27 GMT 2024","340","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson12_review.DoubleClick_Practice","com.emir.tests.lesson12_review.DoubleClick_Practice","test_double_click","test_double_click",""
"passed","Mon Mar 18 01:47:02 GMT 2024","Mon Mar 18 01:47:02 GMT 2024","625","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_State_On_Dropdown","com.emir.tests.lesson05_testNG_intro_dropdowns.Select_State_On_Dropdown","select_state_test","select_state_test",""
"passed","Mon Mar 18 01:47:42 GMT 2024","Mon Mar 18 01:47:45 GMT 2024","2424","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.TestNG_DataProvider","com.emir.tests.quick_reviews.TestNG_DataProvider","test_google_search","test_google_search",""
"passed","Mon Mar 18 01:47:26 GMT 2024","Mon Mar 18 01:47:26 GMT 2024","176","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","com.emir.tests.lesson11_pom_explicit_waits.POM_Practices","test_invalid_email_format_error_message","test_invalid_email_format_error_message",""
"passed","Mon Mar 18 01:47:20 GMT 2024","Mon Mar 18 01:47:20 GMT 2024","158","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson10_upload_actions_jsexecutor.ScrollPractice","com.emir.tests.lesson10_upload_actions_jsexecutor.ScrollPractice","test_scroll","test_scroll",""
"passed","Mon Mar 18 01:47:38 GMT 2024","Mon Mar 18 01:47:40 GMT 2024","2316","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.TestNG_DataProvider","com.emir.tests.quick_reviews.TestNG_DataProvider","test_google_search","test_google_search",""
"passed","Mon Mar 18 01:47:05 GMT 2024","Mon Mar 18 01:47:05 GMT 2024","152","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson06_alerts_iframes_windows.AlertPractices","com.emir.tests.lesson06_alerts_iframes_windows.AlertPractices","testing_prompt_alert","testing_prompt_alert",""
"passed","Mon Mar 18 01:47:06 GMT 2024","Mon Mar 18 01:47:06 GMT 2024","266","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.lesson06_alerts_iframes_windows.Window_Handle_Practice","com.emir.tests.lesson06_alerts_iframes_windows.Window_Handle_Practice","testing_windows","testing_windows",""
"passed","Mon Mar 18 01:47:35 GMT 2024","Mon Mar 18 01:47:35 GMT 2024","65","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.JavaScriptAlerts","com.emir.tests.quick_reviews.JavaScriptAlerts","js_alerts_test","js_alerts_test",""
"passed","Mon Mar 18 01:47:40 GMT 2024","Mon Mar 18 01:47:42 GMT 2024","2199","All Test Suite","C:/Users/emirt/IdeaProjects/Selenium-TestNG-Maven/src/test/java/com/emir/tests","com.emir.tests.quick_reviews.TestNG_DataProvider","com.emir.tests.quick_reviews.TestNG_DataProvider","test_google_search","test_google_search",""
